Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,weight,total inventory weight
"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,0.3,0,1,0.3,400,FALSE,400,low,400
Beverages,The Bake Shop Premium White Sandwich Bread,0.3,0,1,0.3,400,FALSE,400,low,400
Biscuits,Unibic Daily Digestive (Multigrain Cookies),0.3,6,6,0.28,75,FALSE,75,low,450
Cooking Essentials,Weikfield Baking Soda,0.3,3,6,0.29,100,FALSE,100,low,600
Munchies,Weikfield Baking Soda,0.3,3,6,0.29,100,FALSE,100,low,600
Personal Care,Whisper Choice Regular Wing Sanitary Pad,0.3,0,2,0.3,406,FALSE,7,low,812
Paan Corner,Whisper Choice Regular Wing Sanitary Pad,0.3,0,2,0.3,406,FALSE,7,low,812
Health & Hygiene,Whisper Choice Regular Wing Sanitary Pad,0.3,0,2,0.3,406,FALSE,7,low,812
Fruits & Vegetables,Banana Robusta,0.29,17,3,0.24,348,FALSE,6,low,1044
Home & Cleaning,Chakaachak Super Strong Scrub,0.29,3,5,0.28,58,FALSE,1,low,290
Fruits & Vegetables,Colocasia ,0.29,17,6,0.24,500,FALSE,500,low,3000
Personal Care,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,0.29,0,5,0.29,20,FALSE,20,low,100
Paan Corner,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,0.29,0,5,0.29,20,FALSE,20,low,100
Biscuits,Britannia Marie Gold Biscuit,0.28,0,0,0.28,200,TRUE,200,low,0
Cooking Essentials,Sunfeast Pasta Treat Pack of Tomato Cheese,0.28,17,0,0.23,65,TRUE,65,low,0
Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,0.28,17,0,0.23,65,TRUE,65,low,0
Packaged Food,Sunfeast Pasta Treat Pack of Tomato Cheese,0.28,17,0,0.23,65,TRUE,65,low,0
Ice Cream & Desserts,Sunfeast Pasta Treat Pack of Tomato Cheese,0.28,17,0,0.23,65,TRUE,65,low,0
Chocolates & Candies,Sunfeast Pasta Treat Pack of Tomato Cheese,0.28,17,0,0.23,65,TRUE,65,low,0
Packaged Food,Sunfeast Yippee Tricolor Pasta Seasoning,0.28,17,1,0.23,65,FALSE,65,low,65
Ice Cream & Desserts,Sunfeast Yippee Tricolor Pasta Seasoning,0.28,17,1,0.23,65,FALSE,65,low,65
Chocolates & Candies,Sunfeast Yippee Tricolor Pasta Seasoning,0.28,17,1,0.23,65,FALSE,65,low,65
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,10,1,0.25,65,FALSE,65,low,65
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,17,3,0.23,65,FALSE,65,low,195
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,10,1,0.25,65,FALSE,65,low,65
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,17,3,0.23,65,FALSE,65,low,195
Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,10,1,0.25,65,FALSE,65,low,65
Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,17,3,0.23,65,FALSE,65,low,195
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,10,1,0.25,65,FALSE,65,low,65
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,17,3,0.23,65,FALSE,65,low,195
Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,10,1,0.25,65,FALSE,65,low,65
Chocolates & Candies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,0.28,17,3,0.23,65,FALSE,65,low,195
Fruits & Vegetables,Bottle Gourd ,0.26,15,3,0.22,58,FALSE,1,low,174
Fruits & Vegetables,Capsicum,0.26,19,3,0.21,500,FALSE,500,low,1500
Fruits & Vegetables,Cauliflower,0.26,15,3,0.22,58,FALSE,1,low,174
"Dairy, Bread & Batter",Amul Lactose Free Milk,0.25,4,0,0.24,250,TRUE,250,low,0
Beverages,Amul Lactose Free Milk,0.25,4,0,0.24,250,TRUE,250,low,0
Biscuits,Britannia Classic Little Hearts ,0.25,0,0,0.25,75,TRUE,75,low,0
Biscuits,Britannia Milk Bikis Milky Sandwich,0.25,0,0,0.25,120,TRUE,120,low,0
Biscuits,Britannia Nice Time Biscuit,0.25,0,0,0.25,150,TRUE,150,low,0
Biscuits,Britannia Nutri Choice Digestive Biscuits Packet,0.25,0,0,0.25,100,TRUE,100,low,0
Biscuits,Britannia Nutri Choice Oats Choco Almond Biscuit,0.25,10,0,0.225,100,TRUE,75,low,0
Biscuits,Britannia Nutri Choice Oats Milk Almond Biscuit,0.25,10,6,0.225,75,FALSE,75,low,450
Biscuits,Britannia Treat Jimjam Cream Biscuits ,0.25,0,0,0.25,100,TRUE,100,low,0
Biscuits,Britannnia 50-50 Sweet & Salty Biscuit,0.25,0,4,0.25,200,FALSE,200,low,800
Cooking Essentials,Dabur Ginger Garlic Paste,0.25,8,3,0.23,100,FALSE,100,low,300
Munchies,Dabur Ginger Garlic Paste,0.25,8,3,0.23,100,FALSE,100,low,300
Personal Care,Dettol Original Germ Protection Alcohol Based Hand Sanitizer,0.25,0,6,0.25,50,FALSE,50,low,300
Paan Corner,Dettol Original Germ Protection Alcohol Based Hand Sanitizer,0.25,0,6,0.25,50,FALSE,50,low,300
Health & Hygiene,Dettol Original Germ Protection Alcohol Based Hand Sanitizer,0.25,0,6,0.25,50,FALSE,50,low,300
Cooking Essentials,Everest Kasuri Methi,0.25,0,6,0.25,25,FALSE,25,low,150
Munchies,Everest Kasuri Methi,0.25,0,6,0.25,25,FALSE,25,low,150
Personal Care,Godrej Easy Natural Black Hair Colour,0.25,0,5,0.25,20,FALSE,20,low,100
Paan Corner,Godrej Easy Natural Black Hair Colour,0.25,0,5,0.25,20,FALSE,20,low,100
Fruits & Vegetables,Lettuce Iceberg,0.25,16,3,0.21,250,FALSE,250,low,750
Biscuits,Lotte Choco Pie Chocolate Cake,0.25,0,6,0.25,56,FALSE,56,low,336
Packaged Food,Maggi Ghee Tadka Upma Express Pouch,0.25,0,6,0.25,65,FALSE,65,low,390
Ice Cream & Desserts,Maggi Ghee Tadka Upma Express Pouch,0.25,0,6,0.25,65,FALSE,65,low,390
Chocolates & Candies,Maggi Ghee Tadka Upma Express Pouch,0.25,0,6,0.25,65,FALSE,65,low,390
"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,0.25,0,4,0.25,500,FALSE,500,low,2000
Beverages,Mother Dairy Toned Milk Pouch,0.25,0,4,0.25,500,FALSE,500,low,2000
Cooking Essentials,MTR 3 Min Poha,0.25,0,6,0.25,60,FALSE,60,low,360
Munchies,MTR 3 Min Poha,0.25,0,6,0.25,60,FALSE,60,low,360
Packaged Food,MTR 3 Min Poha,0.25,0,6,0.25,60,FALSE,60,low,360
Ice Cream & Desserts,MTR 3 Min Poha,0.25,0,6,0.25,60,FALSE,60,low,360
Chocolates & Candies,MTR 3 Min Poha,0.25,0,6,0.25,60,FALSE,60,low,360
Packaged Food,MTR 3 Minute Breakfast - Magic Masala Upma,0.25,0,6,0.25,60,FALSE,60,low,360
Ice Cream & Desserts,MTR 3 Minute Breakfast - Magic Masala Upma,0.25,0,6,0.25,60,FALSE,60,low,360
Chocolates & Candies,MTR 3 Minute Breakfast - Magic Masala Upma,0.25,0,6,0.25,60,FALSE,60,low,360
Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,0.25,20,6,0.2,60,FALSE,60,low,360
Munchies,MTR Breakfast Khatta Meetha Poha Mix,0.25,20,6,0.2,60,FALSE,60,low,360
Packaged Food,MTR Breakfast Khatta Meetha Poha Mix,0.25,20,6,0.2,60,FALSE,60,low,360
Ice Cream & Desserts,MTR Breakfast Khatta Meetha Poha Mix,0.25,20,6,0.2,60,FALSE,60,low,360
Chocolates & Candies,MTR Breakfast Khatta Meetha Poha Mix,0.25,20,6,0.2,60,FALSE,60,low,360
Packaged Food,MTR Vegetable Upma,0.25,0,0,0.25,60,TRUE,60,low,0
Ice Cream & Desserts,MTR Vegetable Upma,0.25,0,0,0.25,60,TRUE,60,low,0
Chocolates & Candies,MTR Vegetable Upma,0.25,0,0,0.25,60,TRUE,60,low,0
Home & Cleaning,Odomos Mosquito Repellent Cream,0.25,0,1,0.25,23,FALSE,25,low,23
Fruits & Vegetables,Onion,0.25,16,3,0.21,1000,FALSE,1,low,3000
Cooking Essentials,Popular Essentials Ajwain Whole,0.25,0,4,0.25,50,FALSE,50,low,200
Munchies,Popular Essentials Ajwain Whole,0.25,0,4,0.25,50,FALSE,50,low,200
Cooking Essentials,Popular Essentials Methi Seeds,0.25,0,5,0.25,100,FALSE,100,low,500
Munchies,Popular Essentials Methi Seeds,0.25,0,5,0.25,100,FALSE,100,low,500
Cooking Essentials,Popular Essentials Mustard Seeds Rai Yellow,0.25,0,5,0.25,100,FALSE,100,low,500
Munchies,Popular Essentials Mustard Seeds Rai Yellow,0.25,0,5,0.25,100,FALSE,100,low,500
Cooking Essentials,Popular Essentials Sunflower Seeds,0.25,0,6,0.25,50,FALSE,50,low,300
Munchies,Popular Essentials Sunflower Seeds,0.25,0,6,0.25,50,FALSE,50,low,300
Fruits & Vegetables,Sponge Gourd,0.25,16,2,0.21,300,FALSE,300,low,600
Biscuits,Sunfeast Nice Biscuit,0.25,12,0,0.22,150,TRUE,150,low,0
Home & Cleaning,Ujala Superme For Super Whiteness Of Clothes,0.25,0,0,0.25,75,TRUE,75,low,0
Biscuits,Unibic Cashew Cookies,0.25,8,6,0.23,75,FALSE,75,low,450
Biscuits,Unibic Choco Nut Cookies,0.25,8,0,0.23,75,TRUE,75,low,0
Biscuits,Unibic Fruit & Nut Cookies,0.25,8,3,0.23,67,FALSE,67,low,201
Biscuits,Unibic Honey Oatmeal Cookies,0.25,8,6,0.23,75,FALSE,75,low,450
Cooking Essentials,Weikfield Tomato Salsa Instant Pasta,0.25,0,1,0.25,77,FALSE,77,low,77
Munchies,Weikfield Tomato Salsa Instant Pasta,0.25,0,1,0.25,77,FALSE,77,low,77
Packaged Food,Weikfield Tomato Salsa Instant Pasta,0.25,0,1,0.25,77,FALSE,77,low,77
Ice Cream & Desserts,Weikfield Tomato Salsa Instant Pasta,0.25,0,1,0.25,77,FALSE,77,low,77
Chocolates & Candies,Weikfield Tomato Salsa Instant Pasta,0.25,0,1,0.25,77,FALSE,77,low,77
Packaged Food,Mothers Recipe Rice Papad Ajwain,0.24,0,0,0.24,75,TRUE,75,low,0
Ice Cream & Desserts,Mothers Recipe Rice Papad Ajwain,0.24,0,0,0.24,75,TRUE,75,low,0
Chocolates & Candies,Mothers Recipe Rice Papad Ajwain,0.24,0,0,0.24,75,TRUE,75,low,0
Cooking Essentials,Tata Salt,0.24,0,6,0.24,1000,FALSE,1,low,6000
Munchies,Tata Salt,0.24,0,6,0.24,1000,FALSE,1,low,6000
Fruits & Vegetables,Capsicum Green ,0.23,17,3,0.19,250,FALSE,250,low,750
Fruits & Vegetables,Lettuce Green,0.23,17,3,0.19,100,FALSE,100,low,300
Fruits & Vegetables,Radish White,0.23,17,6,0.19,500,FALSE,500,low,3000
Cooking Essentials,Satyam Puffed Rice Kurmura (R),0.23,0,6,0.23,200,FALSE,200,low,1200
Munchies,Satyam Puffed Rice Kurmura (R),0.23,0,6,0.23,200,FALSE,200,low,1200
Biscuits,Sunfeast Marie Light,0.23,13,1,0.2,200,FALSE,200,low,200
Home & Cleaning,Vim Dishwash Bar,0.23,4,0,0.22,300,TRUE,300,low,0
Cooking Essentials,Aashirvaad Iodised Salt ,0.22,13,0,0.19,1000,TRUE,1,low,0
Munchies,Aashirvaad Iodised Salt ,0.22,13,0,0.19,1000,TRUE,1,low,0
"Dairy, Bread & Batter",Britannia Pav,0.22,0,4,0.22,250,FALSE,250,low,1000
Beverages,Britannia Pav,0.22,0,4,0.22,250,FALSE,250,low,1000
Packaged Food,Maggi Imli Sauce Pichkoo,0.22,0,6,0.22,90,FALSE,90,low,540
Ice Cream & Desserts,Maggi Imli Sauce Pichkoo,0.22,0,6,0.22,90,FALSE,90,low,540
Chocolates & Candies,Maggi Imli Sauce Pichkoo,0.22,0,6,0.22,90,FALSE,90,low,540
Cooking Essentials,Weikfield Baking Powder,0.22,0,6,0.22,50,FALSE,50,low,300
Munchies,Weikfield Baking Powder,0.22,0,6,0.22,50,FALSE,50,low,300
Fruits & Vegetables,Basil,0.2,15,3,0.17,100,FALSE,100,low,300
Biscuits,Britannia Good Day Cashew Cookies,0.2,0,0,0.2,100,TRUE,100,low,0
Biscuits,Britannia Good Day Pista Badam,0.2,0,6,0.2,100,FALSE,100,low,600
Biscuits,Britannia Milk Bikis Biscuits Packet,0.2,0,3,0.2,200,FALSE,200,low,600
Biscuits,Britannia Treat Croissant Vanilla Creme Roll,0.2,10,2,0.18,47,FALSE,47,low,94
Biscuits,Britannia Treat Croissant Vanilla Creme Roll,0.2,0,6,0.2,47,FALSE,47,low,282
Personal Care,Colgate Kids 2+ Years Extra Soft Toothbrush,0.2,0,3,0.2,58,FALSE,1,low,174
Paan Corner,Colgate Kids 2+ Years Extra Soft Toothbrush,0.2,0,3,0.2,58,FALSE,1,low,174
Fruits & Vegetables,Coriander Leaves,0.2,15,3,0.17,100,FALSE,100,low,300
Packaged Food,Dabur Hommade - Imli Sauce Saunth,0.2,10,0,0.18,100,TRUE,100,low,0
Ice Cream & Desserts,Dabur Hommade - Imli Sauce Saunth,0.2,10,0,0.18,100,TRUE,100,low,0
Chocolates & Candies,Dabur Hommade - Imli Sauce Saunth,0.2,10,0,0.18,100,TRUE,100,low,0
Personal Care,Gellette Presto Ready Shaver,0.2,0,1,0.2,58,FALSE,1,low,58
Paan Corner,Gellette Presto Ready Shaver,0.2,0,1,0.2,58,FALSE,1,low,58
Packaged Food,"Kurkure Green Chutney, Rajasthani Style",0.2,0,0,0.2,90,TRUE,90,low,0
Ice Cream & Desserts,"Kurkure Green Chutney, Rajasthani Style",0.2,0,0,0.2,90,TRUE,90,low,0
Chocolates & Candies,"Kurkure Green Chutney, Rajasthani Style",0.2,0,0,0.2,90,TRUE,90,low,0
Fruits & Vegetables,Lettuce Red,0.2,15,3,0.17,100,FALSE,100,low,300
Home & Cleaning,Om Bhakti Wick for Diya - Cotton Long Batti ,0.2,0,6,0.2,75,FALSE,75,low,450
Cooking Essentials,Popular Essentials Mustard Seeds Rai Big,0.2,0,0,0.2,100,TRUE,100,low,0
Munchies,Popular Essentials Mustard Seeds Rai Big,0.2,0,0,0.2,100,TRUE,100,low,0
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,0.2,0,2,0.2,100,FALSE,100,low,200
Munchies,Popular Essentials Mustard Seeds Rai Small,0.2,0,2,0.2,100,FALSE,100,low,200
Fruits & Vegetables,Raw Banana,0.2,15,6,0.17,500,FALSE,500,low,3000
Cooking Essentials,Saffola Yummy Masala Noodles ,0.2,0,2,0.2,46,FALSE,46,low,92
Munchies,Saffola Yummy Masala Noodles ,0.2,0,2,0.2,46,FALSE,46,low,92
Packaged Food,Saffola Yummy Masala Noodles ,0.2,0,2,0.2,46,FALSE,46,low,92
Ice Cream & Desserts,Saffola Yummy Masala Noodles ,0.2,0,2,0.2,46,FALSE,46,low,92
Chocolates & Candies,Saffola Yummy Masala Noodles ,0.2,0,2,0.2,46,FALSE,46,low,92
"Dairy, Bread & Batter",The Bake Shop Burger Buns,0.2,0,0,0.2,100,TRUE,100,low,0
Beverages,The Bake Shop Burger Buns,0.2,0,0,0.2,100,TRUE,100,low,0
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,0.2,0,1,0.2,70,FALSE,70,low,70
Munchies,Top Ramen  Noodles Curry Veg Pouch,0.2,0,1,0.2,70,FALSE,70,low,70
Packaged Food,Top Ramen  Noodles Curry Veg Pouch,0.2,0,1,0.2,70,FALSE,70,low,70
Ice Cream & Desserts,Top Ramen  Noodles Curry Veg Pouch,0.2,0,1,0.2,70,FALSE,70,low,70
Chocolates & Candies,Top Ramen  Noodles Curry Veg Pouch,0.2,0,1,0.2,70,FALSE,70,low,70
Health & Hygiene,Vicks Cough Drops Menthol,0.2,0,6,0.2,1160,FALSE,20,medium,6960
Fruits & Vegetables,Zama Organics Carrot,0.2,15,3,0.17,250,FALSE,250,low,750
Fruits & Vegetables,Baby Potato,0.19,15,3,0.16,500,FALSE,500,low,1500
Fruits & Vegetables,Brinjal Bharta,0.19,15,3,0.16,58,FALSE,1,low,174
Fruits & Vegetables,Carrot,0.19,21,3,0.15,500,FALSE,500,low,1500
Fruits & Vegetables,Chilli Green ,0.19,15,3,0.16,100,FALSE,100,low,300
Home & Cleaning,Om Bhakti Wick for Diya - Cotton Flower Batti ,0.19,0,4,0.19,60,FALSE,60,low,240
Home & Cleaning,Om Bhakti Wick for Diya - Cotton Long Batti ,0.19,0,4,0.19,50,FALSE,50,low,200
Fruits & Vegetables,Spinach,0.19,15,3,0.16,250,FALSE,250,low,750
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,FALSE,100,low,600
Beverages,Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,FALSE,100,low,600
Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,FALSE,100,low,600
Ice Cream & Desserts,Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,FALSE,100,low,600
Chocolates & Candies,Amul Delicious Fat Spread - Cholesterol Free,0.18,5,6,0.17,100,FALSE,100,low,600
Fruits & Vegetables,Bitter Gourd,0.18,16,3,0.15,250,FALSE,250,low,750
Fruits & Vegetables,Brinjal Small,0.18,16,3,0.15,250,FALSE,250,low,750
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),0.18,0,6,0.18,100,FALSE,100,low,600
Munchies,Popular Essentials Plain Puffed Rice (Murmura/Muri),0.18,0,6,0.18,100,FALSE,100,low,600
Fruits & Vegetables,Spring Onion ,0.18,16,3,0.15,250,FALSE,250,low,750
Home & Cleaning,Surf Excel Stain Eraser,0.18,0,1,0.18,150,FALSE,150,low,150
"Dairy, Bread & Batter",Britannia Fruit Bun,0.17,0,3,0.17,100,FALSE,100,low,300
Beverages,Britannia Fruit Bun,0.17,0,3,0.17,100,FALSE,100,low,300
Fruits & Vegetables,Garlic,0.17,23,3,0.13,200,FALSE,200,low,600
Fruits & Vegetables,Parsley,0.17,17,3,0.14,100,FALSE,100,low,300
Fruits & Vegetables,Beetroot,0.16,18,3,0.13,500,FALSE,500,low,1500
Home & Cleaning,Om Bhakti Cow Dung Cakes ,0.16,0,6,0.16,290,FALSE,5,low,1740
Biscuits,Bauli Moonfils - Vanilla,0.15,0,0,0.15,45,TRUE,45,low,0
Biscuits,Bauli Moonfils Choco Cream (With Egg),0.15,0,0,0.15,45,TRUE,45,low,0
Biscuits,Bauli Moonfils Choco Veg Puff Roll,0.15,0,2,0.15,45,FALSE,45,low,90
Biscuits,Bauli Moonfils Orange Puff Roll,0.15,0,0,0.15,45,TRUE,45,low,0
Biscuits,Bauli Moonfils Strawberry,0.15,0,5,0.15,45,FALSE,45,low,225
Biscuits,Bauli Moonfils Veg - Strawberry,0.15,0,5,0.15,45,FALSE,47,low,225
"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,0.15,0,4,0.15,100,FALSE,100,low,400
Beverages,Britannia Burger Bun with Sesame Seed,0.15,0,4,0.15,100,FALSE,100,low,400
Fruits & Vegetables,Cabbage ,0.15,13,3,0.13,58,FALSE,1,low,174
Cooking Essentials,Ching's Manchurian Instant Noodles,0.15,0,5,0.15,60,FALSE,60,low,300
Munchies,Ching's Manchurian Instant Noodles,0.15,0,5,0.15,60,FALSE,60,low,300
Packaged Food,Ching's Manchurian Instant Noodles,0.15,0,5,0.15,60,FALSE,60,low,300
Ice Cream & Desserts,Ching's Manchurian Instant Noodles,0.15,0,5,0.15,60,FALSE,60,low,300
Chocolates & Candies,Ching's Manchurian Instant Noodles,0.15,0,5,0.15,60,FALSE,60,low,300
Packaged Food,Ching's Secret Asian Hot Instant Soup,0.15,0,3,0.15,15,FALSE,15,low,45
Ice Cream & Desserts,Ching's Secret Asian Hot Instant Soup,0.15,0,3,0.15,15,FALSE,15,low,45
Chocolates & Candies,Ching's Secret Asian Hot Instant Soup,0.15,0,3,0.15,15,FALSE,15,low,45
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Munchies,Ching's Secret Instant Hot Garlic Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Packaged Food,Ching's Secret Instant Hot Garlic Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Ice Cream & Desserts,Ching's Secret Instant Hot Garlic Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Chocolates & Candies,Ching's Secret Instant Hot Garlic Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,0.15,0,6,0.15,60,FALSE,60,low,360
Munchies,Ching's Secret Instant Schezwan Noodles,0.15,0,6,0.15,60,FALSE,60,low,360
Packaged Food,Ching's Secret Instant Schezwan Noodles,0.15,0,6,0.15,60,FALSE,60,low,360
Ice Cream & Desserts,Ching's Secret Instant Schezwan Noodles,0.15,0,6,0.15,60,FALSE,60,low,360
Chocolates & Candies,Ching's Secret Instant Schezwan Noodles,0.15,0,6,0.15,60,FALSE,60,low,360
Packaged Food,Ching's Secret Lemon Coriander Instant Soup,0.15,0,5,0.15,15,FALSE,15,low,75
Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,0.15,0,5,0.15,15,FALSE,15,low,75
Chocolates & Candies,Ching's Secret Lemon Coriander Instant Soup,0.15,0,5,0.15,15,FALSE,15,low,75
Packaged Food,Ching's Secret Manchow Noodles Instant Soup,0.15,0,6,0.15,20,FALSE,20,low,120
Ice Cream & Desserts,Ching's Secret Manchow Noodles Instant Soup,0.15,0,6,0.15,20,FALSE,20,low,120
Chocolates & Candies,Ching's Secret Manchow Noodles Instant Soup,0.15,0,6,0.15,20,FALSE,20,low,120
Packaged Food,Ching's Secret Schezwan Fried Rice Masala,0.15,0,6,0.15,20,FALSE,20,low,120
Ice Cream & Desserts,Ching's Secret Schezwan Fried Rice Masala,0.15,0,6,0.15,20,FALSE,20,low,120
Chocolates & Candies,Ching's Secret Schezwan Fried Rice Masala,0.15,0,6,0.15,20,FALSE,20,low,120
Packaged Food,Ching's Secret Singapore Curry Instant Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Ice Cream & Desserts,Ching's Secret Singapore Curry Instant Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Chocolates & Candies,Ching's Secret Singapore Curry Instant Noodles,0.15,0,3,0.15,60,FALSE,60,low,180
Packaged Food,Ching's Secret Tomato Oats Instant Soup,0.15,0,3,0.15,20,FALSE,20,low,60
Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,0.15,0,3,0.15,20,FALSE,20,low,60
Chocolates & Candies,Ching's Secret Tomato Oats Instant Soup,0.15,0,3,0.15,20,FALSE,20,low,60
Cooking Essentials,Popular Essentials Coriander Seeds,0.15,0,5,0.15,50,FALSE,50,low,250
Munchies,Popular Essentials Coriander Seeds,0.15,0,5,0.15,50,FALSE,50,low,250
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,0.15,0,4,0.15,100,FALSE,100,low,400
Munchies,Popular Essentials Misri Dana (Diamond Sugar) ,0.15,0,4,0.15,100,FALSE,100,low,400
Cooking Essentials,Saffola Oats 100 % Natural,0.15,0,0,0.15,38,TRUE,38,low,0
Munchies,Saffola Oats 100 % Natural,0.15,0,0,0.15,38,TRUE,38,low,0
Packaged Food,Saffola Oats 100 % Natural,0.15,0,0,0.15,38,TRUE,38,low,0
Ice Cream & Desserts,Saffola Oats 100 % Natural,0.15,0,0,0.15,38,TRUE,38,low,0
Chocolates & Candies,Saffola Oats 100 % Natural,0.15,0,0,0.15,38,TRUE,38,low,0
Cooking Essentials,Saffola Veggie Twist Masala Oats,0.15,0,6,0.15,38,FALSE,38,low,228
Munchies,Saffola Veggie Twist Masala Oats,0.15,0,6,0.15,38,FALSE,38,low,228
Packaged Food,Saffola Veggie Twist Masala Oats,0.15,0,6,0.15,38,FALSE,38,low,228
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,0.15,0,6,0.15,38,FALSE,38,low,228
Chocolates & Candies,Saffola Veggie Twist Masala Oats,0.15,0,6,0.15,38,FALSE,38,low,228
Fruits & Vegetables,Ginger,0.14,14,3,0.12,200,FALSE,200,low,600
Fruits & Vegetables,Ladies Finger ,0.14,14,3,0.12,250,FALSE,250,low,750
Fruits & Vegetables,Carrot,0.13,15,0,0.11,250,TRUE,200,low,0
Fruits & Vegetables,Curry Leaves,0.13,15,3,0.11,50,FALSE,50,low,150
Fruits & Vegetables,Banana Leaf,0.12,16,2,0.1,58,FALSE,1,low,116
Home & Cleaning,Chakaachak Super Steel Scrubber,0.12,8,0,0.11,58,TRUE,1,low,0
Cooking Essentials,Maggi 2 Minute Masala Noodles,0.12,0,6,0.12,70,FALSE,70,low,420
Munchies,Maggi 2 Minute Masala Noodles,0.12,0,6,0.12,70,FALSE,70,low,420
Packaged Food,Maggi 2 Minute Masala Noodles,0.12,0,6,0.12,70,FALSE,70,low,420
Ice Cream & Desserts,Maggi 2 Minute Masala Noodles,0.12,0,6,0.12,70,FALSE,70,low,420
Chocolates & Candies,Maggi 2 Minute Masala Noodles,0.12,0,6,0.12,70,FALSE,70,low,420
Home & Cleaning,Om Bhakti Haldi ,0.12,0,4,0.12,15,FALSE,15,low,60
Home & Cleaning,Om Bhakti Kumkum ,0.12,0,6,0.12,15,FALSE,15,low,90
Fruits & Vegetables,Beetroot,0.11,18,0,0.09,250,TRUE,250,low,0
Fruits & Vegetables,Garlic Indian ,0.11,18,3,0.09,100,FALSE,100,low,300
Fruits & Vegetables,Mint Leaves ,0.11,18,3,0.09,100,FALSE,100,low,300
Biscuits,Britannia 50-50 Maska Chaska Biscuit,0.1,0,0,0.1,46,TRUE,45,low,0
Biscuits,Britannia Good Day Cashew Cookies,0.1,0,6,0.1,60,FALSE,58,low,360
Biscuits,Britannia Roll Yo! Choco Swiss Roll (With Egg),0.1,0,0,0.1,28,TRUE,28,low,0
Biscuits,Britannia Roll Yo! Strawberry Swiss Roll,0.1,0,0,0.1,28,TRUE,28,low,0
Cooking Essentials,Ching's Chicken Chilli Masala,0.1,0,6,0.1,20,FALSE,20,low,120
Munchies,Ching's Chicken Chilli Masala,0.1,0,6,0.1,20,FALSE,20,low,120
"Meats, Fish & Eggs",Ching's Chicken Chilli Masala,0.1,0,6,0.1,20,FALSE,20,low,120
Cooking Essentials,Ching's Chow Mein Hakka Noodles Masala,0.1,0,0,0.1,20,TRUE,20,low,0
Munchies,Ching's Chow Mein Hakka Noodles Masala,0.1,0,0,0.1,20,TRUE,20,low,0
Packaged Food,Ching's Chow Mein Hakka Noodles Masala,0.1,0,0,0.1,20,TRUE,20,low,0
Ice Cream & Desserts,Ching's Chow Mein Hakka Noodles Masala,0.1,0,0,0.1,20,TRUE,20,low,0
Chocolates & Candies,Ching's Chow Mein Hakka Noodles Masala,0.1,0,0,0.1,20,TRUE,20,low,0
Packaged Food,Chings Instant Soup - Hot & Sour,0.1,0,1,0.1,15,FALSE,15,low,15
Ice Cream & Desserts,Chings Instant Soup - Hot & Sour,0.1,0,1,0.1,15,FALSE,15,low,15
Chocolates & Candies,Chings Instant Soup - Hot & Sour,0.1,0,1,0.1,15,FALSE,15,low,15
