Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,weight,total inventory weight
Cooking Essentials,Popular Essentials HMT Kolam Steam,3.7,10,6,3.33,5000,FALSE,5,bulk,30000
Munchies,Popular Essentials HMT Kolam Steam,3.7,10,6,3.33,5000,FALSE,5,bulk,30000
Cooking Essentials,Happilo Premium Afghani Anjeer,3.65,29,2,2.56,200,FALSE,200,low,400
Munchies,Happilo Premium Afghani Anjeer,3.65,29,2,2.56,200,FALSE,200,low,400
Personal Care,"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",3.65,0,1,3.65,340,FALSE,340,low,340
Paan Corner,"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",3.65,0,1,3.65,340,FALSE,340,low,340
"Dairy, Bread & Batter",Amul Cheese Slices,3.6,0,1,3.59,750,FALSE,750,low,750
Beverages,Amul Cheese Slices,3.6,0,1,3.59,750,FALSE,750,low,750
Health & Hygiene,Durex Mutual Climax Condoms,3.6,15,6,3.06,580,FALSE,10,low,3480
Personal Care,Pampers Active Baby Diapers New Born Extra Small,3.6,10,6,3.24,24,FALSE,24,low,144
Paan Corner,Pampers Active Baby Diapers New Born Extra Small,3.6,10,6,3.24,24,FALSE,24,low,144
"Dairy, Bread & Batter",RRO Mascarpone Cheese,3.55,50,6,1.77,200,FALSE,200,low,1200
Beverages,RRO Mascarpone Cheese,3.55,50,6,1.77,200,FALSE,200,low,1200
Cooking Essentials,24 Mantra Mustard Oil (Cold Pressed) ,3.5,10,6,3.12,1000,FALSE,1,low,6000
Munchies,24 Mantra Mustard Oil (Cold Pressed) ,3.5,10,6,3.12,1000,FALSE,1,low,6000
Packaged Food,Bagrrys Corn Flakes,3.5,0,6,3.5,880,FALSE,800,low,5280
Ice Cream & Desserts,Bagrrys Corn Flakes,3.5,0,6,3.5,880,FALSE,800,low,5280
Chocolates & Candies,Bagrrys Corn Flakes,3.5,0,6,3.5,880,FALSE,800,low,5280
Biscuits,Danish Butter Cookies,3.5,0,1,3.5,400,FALSE,400,low,400
Cooking Essentials,Popular Essentials Californian Almond,3.5,28,6,2.51,250,FALSE,250,low,1500
Munchies,Popular Essentials Californian Almond,3.5,28,6,2.51,250,FALSE,250,low,1500
Cooking Essentials,Popular Essentials Rozana Sona Masuri Raw Rice,3.5,10,5,3.12,5000,FALSE,5,bulk,25000
Munchies,Popular Essentials Rozana Sona Masuri Raw Rice,3.5,10,5,3.12,5000,FALSE,5,bulk,25000
Health & Hygiene,Dabur Chyawanprash,3.49,3,6,3.38,950,FALSE,1,low,5700
Cooking Essentials,Delight Nuts Almond Natural ,3.49,20,6,2.79,200,FALSE,200,low,1200
Munchies,Delight Nuts Almond Natural ,3.49,20,6,2.79,200,FALSE,200,low,1200
Personal Care,Gillette Mach 3 Turbo Razor,3.49,6,5,3.25,58,FALSE,1,low,290
Paan Corner,Gillette Mach 3 Turbo Razor,3.49,6,5,3.25,58,FALSE,1,low,290
Personal Care,Mamaearth Ubtan Face Scrub Turmeric & Walnut,3.49,10,1,3.14,100,FALSE,100,low,100
Paan Corner,Mamaearth Ubtan Face Scrub Turmeric & Walnut,3.49,10,1,3.14,100,FALSE,100,low,100
Personal Care,Bombay Shaving Company Defender Razor,3.45,0,6,3.45,58,FALSE,1,low,348
Paan Corner,Bombay Shaving Company Defender Razor,3.45,0,6,3.45,58,FALSE,1,low,348
"Dairy, Bread & Batter",RRO Goat Milk Fetta Cheee,3.45,31,6,2.37,100,FALSE,100,low,600
Beverages,RRO Goat Milk Fetta Cheee,3.45,31,6,2.37,100,FALSE,100,low,600
Cooking Essentials,Delight Nuts Dried Cranberries ,3.4,20,6,2.72,200,FALSE,200,low,1200
Munchies,Delight Nuts Dried Cranberries ,3.4,20,6,2.72,200,FALSE,200,low,1200
Packaged Food,Nestle Lactogen Stage 2 Follow-up Formula Powder,3.4,0,2,3.4,400,FALSE,400,low,800
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,3.4,0,2,3.4,400,FALSE,400,low,800
Chocolates & Candies,Nestle Lactogen Stage 2 Follow-up Formula Powder,3.4,0,2,3.4,400,FALSE,400,low,800
Personal Care,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,3.4,12,6,2.98,28,FALSE,28,low,168
Paan Corner,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,3.4,12,6,2.98,28,FALSE,28,low,168
Health & Hygiene,Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,3.4,12,6,2.98,28,FALSE,28,low,168
Cooking Essentials,Happilo Premium 100% Natural Whole Cashews,3.35,29,6,2.35,200,FALSE,200,low,1200
Munchies,Happilo Premium 100% Natural Whole Cashews,3.35,29,6,2.35,200,FALSE,200,low,1200
Packaged Food,Kellogg's No Added Sugar Muesli,3.35,11,6,2.98,500,FALSE,500,low,3000
Ice Cream & Desserts,Kellogg's No Added Sugar Muesli,3.35,11,6,2.98,500,FALSE,500,low,3000
Chocolates & Candies,Kellogg's No Added Sugar Muesli,3.35,11,6,2.98,500,FALSE,500,low,3000
Packaged Food,Bagrrys Fruit N Fibre Muesli Mixed Fruit,3.3,0,6,3.3,500,FALSE,500,low,3000
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli Mixed Fruit,3.3,0,6,3.3,500,FALSE,500,low,3000
Chocolates & Candies,Bagrrys Fruit N Fibre Muesli Mixed Fruit,3.3,0,6,3.3,500,FALSE,500,low,3000
Packaged Food,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,3.3,10,6,2.97,400,FALSE,400,low,2400
Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,3.3,10,6,2.97,400,FALSE,400,low,2400
Chocolates & Candies,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,3.3,10,6,2.97,400,FALSE,400,low,2400
Cooking Essentials,Dabur 100% Pure Honey,3.3,10,1,2.97,400,FALSE,400,low,400
Munchies,Dabur 100% Pure Honey,3.3,10,1,2.97,400,FALSE,400,low,400
Packaged Food,Kellogg's Almonds And Cranberries Granola,3.3,6,6,3.1,460,FALSE,460,low,2760
Ice Cream & Desserts,Kellogg's Almonds And Cranberries Granola,3.3,6,6,3.1,460,FALSE,460,low,2760
Chocolates & Candies,Kellogg's Almonds And Cranberries Granola,3.3,6,6,3.1,460,FALSE,460,low,2760
Packaged Food,Kelloggs Chocos Moon & Stars,3.3,10,6,2.94,680,FALSE,680,low,4080
Ice Cream & Desserts,Kelloggs Chocos Moon & Stars,3.3,10,6,2.94,680,FALSE,680,low,4080
Chocolates & Candies,Kelloggs Chocos Moon & Stars,3.3,10,6,2.94,680,FALSE,680,low,4080
Packaged Food,Kellogg's Crunchy Granola Chocolate & Almonds,3.3,10,3,2.94,450,FALSE,450,low,1350
Ice Cream & Desserts,Kellogg's Crunchy Granola Chocolate & Almonds,3.3,10,3,2.94,450,FALSE,450,low,1350
Chocolates & Candies,Kellogg's Crunchy Granola Chocolate & Almonds,3.3,10,3,2.94,450,FALSE,450,low,1350
Packaged Food,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",3.3,10,1,2.94,450,FALSE,450,low,450
Ice Cream & Desserts,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",3.3,10,1,2.94,450,FALSE,450,low,450
Chocolates & Candies,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",3.3,10,1,2.94,450,FALSE,450,low,450
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,3.3,10,5,2.94,1000,FALSE,1,low,5000
Munchies,RRO Til Dil Premium Til Oil Bottle,3.3,10,5,2.94,1000,FALSE,1,low,5000
Home & Cleaning,Scotch Brite Sponge Wipe,3.3,10,6,2.97,290,FALSE,5,low,1740
Personal Care,Whisper Ultra Soft XL+ Sanitary Pads,3.3,2,6,3.23,30,FALSE,30,low,180
Paan Corner,Whisper Ultra Soft XL+ Sanitary Pads,3.3,2,6,3.23,30,FALSE,30,low,180
Health & Hygiene,Whisper Ultra Soft XL+ Sanitary Pads,3.3,2,6,3.23,30,FALSE,30,low,180
"Meats, Fish & Eggs",TGFC Basa Fillets,3.29,24,1,2.47,500,FALSE,500,low,500
Cooking Essentials,Figaro Pure Olive Oil,3.25,8,1,2.99,200,FALSE,200,low,200
Munchies,Figaro Pure Olive Oil,3.25,8,1,2.99,200,FALSE,200,low,200
Cooking Essentials,Godrej Yummiez Chicken Nuggets,3.25,9,1,2.93,500,FALSE,500,low,500
Munchies,Godrej Yummiez Chicken Nuggets,3.25,9,1,2.93,500,FALSE,500,low,500
Packaged Food,Godrej Yummiez Chicken Nuggets,3.25,9,1,2.93,500,FALSE,500,low,500
Ice Cream & Desserts,Godrej Yummiez Chicken Nuggets,3.25,9,1,2.93,500,FALSE,500,low,500
Chocolates & Candies,Godrej Yummiez Chicken Nuggets,3.25,9,1,2.93,500,FALSE,500,low,500
"Meats, Fish & Eggs",Godrej Yummiez Chicken Nuggets,3.25,9,1,2.93,500,FALSE,500,low,500
Packaged Food,ITC Master Chef Chicken Seekh Kabab,3.25,0,6,3.25,500,FALSE,500,low,3000
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,3.25,0,6,3.25,500,FALSE,500,low,3000
Chocolates & Candies,ITC Master Chef Chicken Seekh Kabab,3.25,0,6,3.25,500,FALSE,500,low,3000
Home & Cleaning,Lizol Double Concentrate Disinfectant Floor Cleaner Citrus,3.25,5,6,3.08,900,FALSE,900,low,5400
Home & Cleaning,Lizol Double Concentrate Disinfectant Floor Cleaner Lavender,3.25,10,6,2.92,900,FALSE,900,low,5400
Packaged Food,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",3.25,6,6,3.05,500,FALSE,500,low,3000
Ice Cream & Desserts,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",3.25,6,6,3.05,500,FALSE,500,low,3000
Chocolates & Candies,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",3.25,6,6,3.05,500,FALSE,500,low,3000
Packaged Food,Pantai Pad Thai Sauce (Non-Veg),3.25,9,5,2.93,200,FALSE,200,low,1000
Ice Cream & Desserts,Pantai Pad Thai Sauce (Non-Veg),3.25,9,5,2.93,200,FALSE,200,low,1000
Chocolates & Candies,Pantai Pad Thai Sauce (Non-Veg),3.25,9,5,2.93,200,FALSE,200,low,1000
Packaged Food,Pantai Teriyaki Sauce with Garlic,3.25,15,6,2.76,200,FALSE,200,low,1200
Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,3.25,15,6,2.76,200,FALSE,200,low,1200
Chocolates & Candies,Pantai Teriyaki Sauce with Garlic,3.25,15,6,2.76,200,FALSE,200,low,1200
Cooking Essentials,Popular Essentials Cashew Split,3.25,12,6,2.83,250,FALSE,250,low,1500
Munchies,Popular Essentials Cashew Split,3.25,12,6,2.83,250,FALSE,250,low,1500
Packaged Food,The Whole Truth - 5 Grain Muesli No Added Sugar,3.25,20,6,2.6,350,FALSE,350,low,2100
Ice Cream & Desserts,The Whole Truth - 5 Grain Muesli No Added Sugar,3.25,20,6,2.6,350,FALSE,350,low,2100
Chocolates & Candies,The Whole Truth - 5 Grain Muesli No Added Sugar,3.25,20,6,2.6,350,FALSE,350,low,2100
Packaged Food,"The Whole Truth - Nuts, Fruits & Seeds Muesli",3.25,20,6,2.6,350,FALSE,350,low,2100
Ice Cream & Desserts,"The Whole Truth - Nuts, Fruits & Seeds Muesli",3.25,20,6,2.6,350,FALSE,350,low,2100
Chocolates & Candies,"The Whole Truth - Nuts, Fruits & Seeds Muesli",3.25,20,6,2.6,350,FALSE,350,low,2100
Personal Care,Vaseline Intensive Care Deep Moisture Body Lotion,3.25,0,4,3.25,400,FALSE,400,low,1600
Paan Corner,Vaseline Intensive Care Deep Moisture Body Lotion,3.25,0,4,3.25,400,FALSE,400,low,1600
Packaged Food,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),3.25,4,6,3.09,400,FALSE,400,low,2400
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),3.25,4,6,3.09,400,FALSE,400,low,2400
Chocolates & Candies,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),3.25,4,6,3.09,400,FALSE,400,low,2400
Packaged Food,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,3.25,4,6,3.09,400,FALSE,400,low,2400
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,3.25,4,6,3.09,400,FALSE,400,low,2400
Chocolates & Candies,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,3.25,4,6,3.09,400,FALSE,400,low,2400
Home & Cleaning,Genteel Liquid Detegrent,3.2,0,6,3.2,2000,FALSE,2,medium,12000
Personal Care,Himalaya Gentle Baby Shampoo,3.2,17,6,2.65,400,FALSE,400,low,2400
Paan Corner,Himalaya Gentle Baby Shampoo,3.2,17,6,2.65,400,FALSE,400,low,2400
Packaged Food,Kelloggs Muesli - With 22% Fruit Magic,3.2,10,5,2.88,500,FALSE,500,low,2500
Ice Cream & Desserts,Kelloggs Muesli - With 22% Fruit Magic,3.2,10,5,2.88,500,FALSE,500,low,2500
Chocolates & Candies,Kelloggs Muesli - With 22% Fruit Magic,3.2,10,5,2.88,500,FALSE,500,low,2500
Packaged Food,Kellogg's Muesli 20% Nuts Delight,3.2,0,6,3.2,500,FALSE,500,low,3000
Ice Cream & Desserts,Kellogg's Muesli 20% Nuts Delight,3.2,0,6,3.2,500,FALSE,500,low,3000
Chocolates & Candies,Kellogg's Muesli 20% Nuts Delight,3.2,0,6,3.2,500,FALSE,500,low,3000
Home & Cleaning,Origami Luxuria Kitchen Towel 300 Pulls Single,3.2,0,2,3.2,58,FALSE,1,low,116
Personal Care,Pampers Premium Care New Baby Pants,3.2,0,4,3.2,24,FALSE,24,low,96
Paan Corner,Pampers Premium Care New Baby Pants,3.2,0,4,3.2,24,FALSE,24,low,96
"Meats, Fish & Eggs",TGFC Bombay Duck Whole Cleaned,3.19,14,1,2.74,500,FALSE,500,low,500
Cooking Essentials,Aashirvaad Atta With Mutigrains,3.15,8,0,2.87,5000,TRUE,5,bulk,0
Munchies,Aashirvaad Atta With Mutigrains,3.15,8,0,2.87,5000,TRUE,5,bulk,0
Cooking Essentials,Aashirvaad Select Sharbati Atta,3.15,10,6,2.83,5000,FALSE,5,bulk,30000
Munchies,Aashirvaad Select Sharbati Atta,3.15,10,6,2.83,5000,FALSE,5,bulk,30000
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,3.15,1,6,3.09,500,FALSE,500,low,3000
Munchies,Gowardhan Ghee/Tuppa Jar,3.15,1,6,3.09,500,FALSE,500,low,3000
Personal Care,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,3.15,0,4,3.15,30,FALSE,30,low,120
Paan Corner,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,3.15,0,4,3.15,30,FALSE,30,low,120
Health & Hygiene,Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,3.15,0,4,3.15,30,FALSE,30,low,120
Cooking Essentials,Betty Crocker French Vanilla Cake Mix,3.1,10,6,2.76,520,FALSE,520,low,3120
Munchies,Betty Crocker French Vanilla Cake Mix,3.1,10,6,2.76,520,FALSE,520,low,3120
Cooking Essentials,Everest Kashmiri Lal Chilli Powder,3.1,10,0,2.79,500,TRUE,500,low,0
Munchies,Everest Kashmiri Lal Chilli Powder,3.1,10,0,2.79,500,TRUE,500,low,0
Packaged Food,Kellogg's Original Corn Flakes,3.1,6,6,2.9,875,FALSE,875,low,5250
Ice Cream & Desserts,Kellogg's Original Corn Flakes,3.1,6,6,2.9,875,FALSE,875,low,5250
Chocolates & Candies,Kellogg's Original Corn Flakes,3.1,6,6,2.9,875,FALSE,875,low,5250
Personal Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,3.1,15,6,2.63,200,FALSE,200,low,1200
Paan Corner,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,3.1,15,6,2.63,200,FALSE,200,low,1200
Personal Care,Nivea Soft Moisturizing Cream,3.1,12,1,2.72,200,FALSE,200,low,200
Paan Corner,Nivea Soft Moisturizing Cream,3.1,12,1,2.72,200,FALSE,200,low,200
Personal Care,Pond's Light Moisturiser,3.09,10,6,2.78,250,FALSE,250,low,1500
Paan Corner,Pond's Light Moisturiser,3.09,10,6,2.78,250,FALSE,250,low,1500
"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,3,33,4,1.99,1000,FALSE,1,low,4000
Beverages,Epigamia Almond Milk Unsweetened Dairy Free,3,33,4,1.99,1000,FALSE,1,low,4000
"Meats, Fish & Eggs",Godrej Real Good Chicken Whole Pre-Cut,3,10,4,2.7,1000,FALSE,1,low,4000
Personal Care,Himalaya Baby Lotion,3,12,1,2.64,400,FALSE,400,low,400
Paan Corner,Himalaya Baby Lotion,3,12,1,2.64,400,FALSE,400,low,400
Personal Care,Maybelline New York Colossal Kajal Super Black,3,8,3,2.75,0,FALSE,0,low,0
Paan Corner,Maybelline New York Colossal Kajal Super Black,3,8,3,2.75,0,FALSE,0,low,0
Cooking Essentials,Sugarfree Natura Low Calorie Sweetner ,3,10,3,2.7,42,FALSE,42,low,126
Munchies,Sugarfree Natura Low Calorie Sweetner ,3,10,3,2.7,42,FALSE,42,low,126
Home & Cleaning,Ambi Pur Car Freshener Gel - Relaxing Lavender,2.99,10,2,2.69,75,FALSE,75,low,150
Cooking Essentials,Delight Nuts Cranberries Sliced ,2.99,20,6,2.39,200,FALSE,200,low,1200
Munchies,Delight Nuts Cranberries Sliced ,2.99,20,6,2.39,200,FALSE,200,low,1200
Health & Hygiene,Kapiva Thar Aloe Vera Juice,2.99,15,6,2.54,1000,FALSE,1,low,6000
Packaged Food,Kellogg's Chocos,2.99,10,4,2.69,700,FALSE,700,low,2800
Ice Cream & Desserts,Kellogg's Chocos,2.99,10,4,2.69,700,FALSE,700,low,2800
Chocolates & Candies,Kellogg's Chocos,2.99,10,4,2.69,700,FALSE,700,low,2800
Personal Care,"MamyPoko Pants Extra Absorb Diapers, New Born",2.99,6,5,2.79,28,FALSE,28,low,140
Paan Corner,"MamyPoko Pants Extra Absorb Diapers, New Born",2.99,6,5,2.79,28,FALSE,28,low,140
Personal Care,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,2.99,17,5,2.47,200,FALSE,200,low,1000
Paan Corner,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,2.99,17,5,2.47,200,FALSE,200,low,1000
Packaged Food,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,2.99,10,6,2.69,400,FALSE,400,low,2400
Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,2.99,10,6,2.69,400,FALSE,400,low,2400
Chocolates & Candies,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,2.99,10,6,2.69,400,FALSE,400,low,2400
Cooking Essentials,Aashirvaad Svasti Cow Ghee Tetra Pack,2.95,0,6,2.95,500,FALSE,500,low,3000
Munchies,Aashirvaad Svasti Cow Ghee Tetra Pack,2.95,0,6,2.95,500,FALSE,500,low,3000
Cooking Essentials,Betty Crocker Chocolate Fudge Cake Mix,2.95,0,6,2.95,475,FALSE,475,low,2850
Munchies,Betty Crocker Chocolate Fudge Cake Mix,2.95,0,6,2.95,475,FALSE,475,low,2850
Cooking Essentials,Epicurea Sushi Rice,2.95,0,6,2.95,500,FALSE,500,low,3000
Munchies,Epicurea Sushi Rice,2.95,0,6,2.95,500,FALSE,500,low,3000
Cooking Essentials,Epicurea Thai Jasmine Rice,2.95,0,4,2.95,500,FALSE,500,low,2000
Munchies,Epicurea Thai Jasmine Rice,2.95,0,4,2.95,500,FALSE,500,low,2000
Cooking Essentials,Godrej Yummiez Chicken Punjabi Tikka ,2.95,9,6,2.66,360,FALSE,360,low,2160
Munchies,Godrej Yummiez Chicken Punjabi Tikka ,2.95,9,6,2.66,360,FALSE,360,low,2160
Packaged Food,Godrej Yummiez Chicken Punjabi Tikka ,2.95,9,6,2.66,360,FALSE,360,low,2160
Ice Cream & Desserts,Godrej Yummiez Chicken Punjabi Tikka ,2.95,9,6,2.66,360,FALSE,360,low,2160
Chocolates & Candies,Godrej Yummiez Chicken Punjabi Tikka ,2.95,9,6,2.66,360,FALSE,360,low,2160
"Meats, Fish & Eggs",Godrej Yummiez Chicken Punjabi Tikka ,2.95,9,6,2.66,360,FALSE,360,low,2160
Cooking Essentials,Gowardhan Pure Ghee Pouch,2.95,4,6,2.81,500,FALSE,500,low,3000
Munchies,Gowardhan Pure Ghee Pouch,2.95,4,6,2.81,500,FALSE,500,low,3000
Personal Care,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,2.95,9,6,2.66,340,FALSE,340,low,2040
Paan Corner,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,2.95,9,6,2.66,340,FALSE,340,low,2040
Packaged Food,Hershey's Cocoa + Almond Spread,2.95,9,0,2.66,350,TRUE,350,low,0
Ice Cream & Desserts,Hershey's Cocoa + Almond Spread,2.95,9,0,2.66,350,TRUE,350,low,0
Chocolates & Candies,Hershey's Cocoa + Almond Spread,2.95,9,0,2.66,350,TRUE,350,low,0
Packaged Food,Hershey's Cocoa Spread,2.95,0,3,2.95,350,FALSE,350,low,1050
Ice Cream & Desserts,Hershey's Cocoa Spread,2.95,0,3,2.95,350,FALSE,350,low,1050
Chocolates & Candies,Hershey's Cocoa Spread,2.95,0,3,2.95,350,FALSE,350,low,1050
Cooking Essentials,Japanese Choice Udon Noodles,2.95,9,6,2.66,250,FALSE,250,low,1500
Munchies,Japanese Choice Udon Noodles,2.95,9,6,2.66,250,FALSE,250,low,1500
Packaged Food,Japanese Choice Udon Noodles,2.95,9,6,2.66,250,FALSE,250,low,1500
Ice Cream & Desserts,Japanese Choice Udon Noodles,2.95,9,6,2.66,250,FALSE,250,low,1500
Chocolates & Candies,Japanese Choice Udon Noodles,2.95,9,6,2.66,250,FALSE,250,low,1500
Cooking Essentials,Madhur Pure And Hygienic Sugar,2.95,9,0,2.66,5000,TRUE,5,bulk,0
Munchies,Madhur Pure And Hygienic Sugar,2.95,9,0,2.66,5000,TRUE,5,bulk,0
Cooking Essentials,Pillsbury Atta With Multigrains Wheat Grains,2.95,16,6,2.45,5000,FALSE,5,bulk,30000
Munchies,Pillsbury Atta With Multigrains Wheat Grains,2.95,16,6,2.45,5000,FALSE,5,bulk,30000
Cooking Essentials,Popular Essentials Refined Sugar,2.95,10,6,2.65,5000,FALSE,5,bulk,30000
Munchies,Popular Essentials Refined Sugar,2.95,10,6,2.65,5000,FALSE,5,bulk,30000
Packaged Food,Prasuma Momos -  Cheesy Spicy Veg,2.95,0,6,2.95,24,FALSE,24,low,144
Ice Cream & Desserts,Prasuma Momos -  Cheesy Spicy Veg,2.95,0,6,2.95,24,FALSE,24,low,144
Chocolates & Candies,Prasuma Momos -  Cheesy Spicy Veg,2.95,0,6,2.95,24,FALSE,24,low,144
"Dairy, Bread & Batter",RRO Cheddar Block Cheese,2.95,50,6,1.47,200,FALSE,200,low,1200
Beverages,RRO Cheddar Block Cheese,2.95,50,6,1.47,200,FALSE,200,low,1200
"Dairy, Bread & Batter",RRO Mozzarella Block Cheese,2.95,50,0,1.47,200,TRUE,200,low,0
Beverages,RRO Mozzarella Block Cheese,2.95,50,0,1.47,200,TRUE,200,low,0
Cooking Essentials,Tong Garden Salted Cocktail Nuts,2.95,9,5,2.66,160,FALSE,160,low,800
Munchies,Tong Garden Salted Cocktail Nuts,2.95,9,5,2.66,160,FALSE,160,low,800
Packaged Food,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,2.92,0,6,2.92,300,FALSE,300,low,1800
Ice Cream & Desserts,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,2.92,0,6,2.92,300,FALSE,300,low,1800
Chocolates & Candies,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,2.92,0,6,2.92,300,FALSE,300,low,1800
Personal Care,Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,2.9,10,6,2.61,625,FALSE,625,low,3750
Paan Corner,Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,2.9,10,6,2.61,625,FALSE,625,low,3750
Packaged Food,Kellogg's Real Honey Corn Flakes,2.9,7,5,2.67,630,FALSE,630,low,3150
Ice Cream & Desserts,Kellogg's Real Honey Corn Flakes,2.9,7,5,2.67,630,FALSE,630,low,3150
Chocolates & Candies,Kellogg's Real Honey Corn Flakes,2.9,7,5,2.67,630,FALSE,630,low,3150
Health & Hygiene,Moov Pain Releiver Spray,2.9,15,6,2.46,80,FALSE,80,low,480
Packaged Food,Pedigree Puppy Dry Dog Food Food Chicken & Milk,2.9,20,6,2.32,1200,FALSE,1200,medium,7200
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,2.9,20,6,2.32,1200,FALSE,1200,medium,7200
Chocolates & Candies,Pedigree Puppy Dry Dog Food Food Chicken & Milk,2.9,20,6,2.32,1200,FALSE,1200,medium,7200
"Meats, Fish & Eggs",TGFC Catla Bengali Cut,2.9,29,1,2.04,500,FALSE,500,low,500
Packaged Food,Nestle Cerelac 5 Grains & Fruits Cereal,2.88,0,6,2.88,300,FALSE,300,low,1800
Ice Cream & Desserts,Nestle Cerelac 5 Grains & Fruits Cereal,2.88,0,6,2.88,300,FALSE,300,low,1800
Chocolates & Candies,Nestle Cerelac 5 Grains & Fruits Cereal,2.88,0,6,2.88,300,FALSE,300,low,1800
Personal Care,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,2.85,0,5,2.85,340,FALSE,240,low,1700
Paan Corner,Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,2.85,0,5,2.85,340,FALSE,240,low,1700
Personal Care,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,2.85,6,6,2.66,340,FALSE,340,low,2040
Paan Corner,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,2.85,6,6,2.66,340,FALSE,340,low,2040
Personal Care,Listerine Fresh Burst Mouthwash,2.85,7,6,2.63,500,FALSE,500,low,3000
Paan Corner,Listerine Fresh Burst Mouthwash,2.85,7,6,2.63,500,FALSE,500,low,3000
Personal Care,L'Oreal Paris Color Protect Shampoo,2.82,0,3,2.82,360,FALSE,360,low,1080
Paan Corner,L'Oreal Paris Color Protect Shampoo,2.82,0,3,2.82,360,FALSE,360,low,1080
Home & Cleaning,Ariel Complete Detergent Washing Powder 1 kg + 500 g Free,2.8,6,6,2.63,1500,FALSE,1,medium,9000
Personal Care,Dove Hair Fall Rescue Shampoo,2.8,15,6,2.36,340,FALSE,340,low,2040
Paan Corner,Dove Hair Fall Rescue Shampoo,2.8,15,6,2.36,340,FALSE,340,low,2040
Home & Cleaning,Mangalam Camphor Tablet Jar,2.8,10,6,2.52,100,FALSE,100,low,600
Packaged Food,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,2.8,50,5,1.4,175,FALSE,175,low,875
Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,2.8,50,5,1.4,175,FALSE,175,low,875
Chocolates & Candies,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,2.8,50,5,1.4,175,FALSE,175,low,875
Packaged Food,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,2.8,50,5,1.4,175,FALSE,175,low,875
